"scenario","US_phase_pol","US_price_pol","US_cp_pol","CN_phase_pol","CN_price_pol","CN_cp_pol","IN_phase_pol","IN_price_pol","IN_cp_pol","RGS_phase_pol","RGS_price_pol","RGS_cp_pol","RGN_phase_pol","RGN_price_pol","RGN_cp_pol","learning_solar","learning_wind","lifetime_solar","lifetime_wind","lead_offshore","lead_onshore","lead_solar","lead_commission","lead_ccgt","lead_coal","cf_wind","cf_solar","discr","elec_demand","ccgt_price","coal_price","tech_potential"
"S3_347",0.53,0.65,0.14,0.56,0.98,0.7,0.33,0.57,0.36,0.7,0.33,0.72,0.95,0.79,0.67,0.156976744186046,0.536585365853659,0.9767,0.2623,0.8315,0.219,0.595959595959596,0.682,0.928,0.914,0.661818181818182,0.291621621621622,0.982,0.929,0.853,0.402,0.477
"S3_348",0.85,0.33,0.1,0.11,0.31,0.58,0.13,0.66,0.11,0.76,0.88,0.92,0.41,0.07,0.43,0.837209302325581,0.0792682926829269,0.369,0.24,0.33,0.816,0.731313131313131,0.314,0.432,0.72,0.0800000000000001,0.941351351351351,0.986,0.117,0.274,0.538,0.939
"S3_349",0.04,0.39,0.7,0.47,0.57,0.39,0.69,0.27,0.69,0.04,0.64,0.67,0.72,0.59,0.99,0.720930232558139,0.0182926829268293,0.2435,0.7842,0.4725,0.467,0.48989898989899,0.616,0.717,0.718,0.362727272727273,0.741351351351351,0.287,0.943,0.663,0.087,0.615
"S3_350",0.21,0.02,0.76,0.3,0.76,0.8,0.16,0.87,0.8,0.35,0.32,0.71,0.44,0.58,0.02,0.5,0.884146341463415,0.6567,0.1939,0.1435,0.126,0.312121212121212,0.243,0.672,0.0470000000000002,0.149090909090909,0.866486486486486,0.501,0.327,0.457,0.137,0.77
"S3_351",0.42,0.76,0.94,0,0.13,0.73,0.86,0.68,0.83,0.75,0.63,0.28,0.35,0.33,0.71,0.627906976744186,0.99390243902439,0.0716000000000001,0.6328,0.7095,0.633,0.734343434343434,0.864,0.798,0.281,0.06,0.898108108108108,0.921,0.398,0.293,0.555,0.493
"S3_352",0.77,0.53,0.74,0.47,0.69,0.9,0.63,0.94,0.22,0.24,0.57,0.28,0.09,0.64,0.07,0.267441860465116,0.75,0.1939,0.7478,0.2145,0.664,0.764646464646465,0.312,0.473,0.0750000000000002,0.48,0.241891891891892,0.45,0.642,0.556,0.36,0.656
"S3_353",0.7,0.73,0.44,0.17,0.87,0.35,0.44,0,0.93,0.6,0.61,0.74,0.15,0.44,0.25,0.325581395348837,0.640243902439024,0.6602,0.6632,0.6735,0.0820000000000001,0.37979797979798,0.21,0.0720000000000001,0.989,0.895454545454546,0.455675675675676,0.327,0.42,0.516,0.804,0.828
"S3_354",0.81,0.64,0.11,0.97,0.24,0.09,0.11,0.03,0.63,0.91,0.24,0.44,0.7,0.86,0.04,0.686046511627907,0.274390243902439,0.2953,0.1854,0.2035,0.911,0.225252525252525,0.207,0.901,0.311,0.343636363636364,0.582162162162162,0.654,0.208,0.501,0.944,0.328
"S3_355",0.09,0.8,0.36,0.86,0.22,0.41,0.61,0.77,0.15,0.73,0.02,0.04,0.95,0.02,0.29,0.825581395348837,0.573170731707317,0.703,0.6722,0.1465,0.992,0.466666666666667,0.264,0.722,0.00199999999999978,0.606363636363636,0.822702702702703,0.065,0.851,0.672,0.032,0.425
"S3_356",0.16,0.14,0.51,0.14,0.57,0.8,0.17,0.35,0.84,0.23,0.94,0.8,0.33,0.34,0.2,0.575581395348837,0.128048780487805,0.0536000000000001,0.6858,0.181,0.981,0.449494949494949,0.161,0.139,0.706,0.827272727272727,0.41027027027027,0.804,0.603,0.398,0.704,0.358
"S3_357",0.39,0.4,0.03,0.72,0.48,0.72,0.45,0.7,0.33,0.87,0.97,0.85,0.53,0.23,0.96,0.732558139534883,0.280487804878049,0.357,0.4364,0.15,0.926,0.241414141414141,0.89,0.106,0.603,0.02,0.835675675675676,0.677,0.715,0.004,0.639,0.487
"S3_358",0.48,0.58,0.89,0.82,0.88,0.02,0.17,0.05,0.46,0.77,0.69,0.92,0.09,0.86,0.93,0.511627906976744,0.542682926829268,0.0991,0.2556,0.619,0.648,0.997979797979798,0.127,0.435,0.37,0.884545454545455,0.334864864864865,0.409,0.835,0.013,0.494,0.88
"S3_359",0.4,0.66,0.19,0.16,0.55,0.89,0.83,0.32,0.09,0.93,0.39,0.17,1,0.92,0.75,0.784883720930232,0.981707317073171,0.1561,0.4226,0.903,0.0449999999999999,0.790909090909091,0.489,0.346,0.0499999999999998,0.295454545454545,0.451621621621622,0.293,0.002,0.731,0.499,0.341
"S3_360",0.28,0.05,0,0.59,0.56,0.95,0.04,0.19,0.82,0.9,0.66,0.71,0.59,0.38,0.22,0.261627906976744,0.121951219512195,0.7367,0.0917000000000002,0.0425,0.685,0.183838383838384,0.239,0.477,0.801,0.135454545454545,0.357027027027027,0.09,0.922,0.543,0.134,0.662
"S3_361",0.15,0.33,0.09,0.04,0.02,0.29,0.28,0.33,0,0.5,0.24,0.26,0.02,0.55,0.01,0.825581395348837,0.99390243902439,0.7119,0.5001,0.8455,0.533,0.973737373737374,0.423,0.982,0.912,0.734545454545455,0.288108108108108,0.754,0.174,0.534,0.966,0.401
"S3_362",0.84,0.47,0.56,0.73,0.69,0.33,0.96,0.27,0.66,0.83,0.37,0.6,0.65,0.08,0.2,0.552325581395349,0.0365853658536586,0.0914999999999999,0.7799,0.199,0.474,0.208080808080808,0.869,0.982,0.195,0.785454545454546,0.223513513513514,0.381,0.772,0.248,0.247,0.885
"S3_363",0.47,0.58,0.56,0.22,0.3,0.58,0.09,0.84,0.02,0.48,0.19,0.48,0.49,0.02,0.41,0.13953488372093,0.896341463414634,0.3473,0.9512,0.3255,0.867,0.505050505050505,0.498,0.329,0.95,0.221818181818182,0.537837837837838,0.722,0.737,0.884,0.738,0.444
"S3_364",0.3,0.9,0.53,0.56,0.91,0.55,0.72,0.57,0.64,1,0.46,0.99,0.87,0.21,0.56,0.354651162790698,0.463414634146341,0.4429,0.8988,0.7715,0.178,0.576767676767677,0.063,0.374,0.543,0.937272727272727,0.321891891891892,0.509,0.21,0.125,0.106,0.758
"S3_365",0.28,0.21,0.63,0.25,0.32,0.49,0.98,0.32,0.61,0.2,0.21,0.29,0.99,0.06,0.94,0.488372093023256,0.49390243902439,0.123,0.5629,0.5915,0.457,0.381818181818182,0.807,0.254,0.596,0.0418181818181819,0.661351351351351,0.233,0.27,0.113,0.394,0.945
"S3_366",0.3,0.3,0.18,0.75,0.12,0.14,0.61,0.48,0.58,0.16,0.1,0.76,0.47,0.4,0.61,0.337209302325581,0.707317073170732,0.5245,0.156,0.371,0.342,0.541414141414141,0.303,0.684,0.98,0.0245454545454547,0.854594594594595,0.588,0.764,0.977,0.213,0.091
"S3_367",0.48,0.19,0.08,0.8,0.5,0.79,0.08,0.51,0.43,0.76,0.34,0.22,0.18,0.82,0.6,0.662790697674418,0.384146341463415,0.9688,0.6067,0.3915,0.353,0.235353535353535,0.023,0.777,0.145,0.236363636363636,0.521081081081081,0.411,0.216,0.189,0.871,0.306
"S3_368",0.52,0.85,0.53,0.69,0.17,0.52,0,0.83,0.33,0.4,0.94,0.26,0.55,0.21,0.73,0.424418604651163,0.865853658536585,0.9416,0.1627,0.479,0.289,0.868686868686869,0.824,0.821,0.0790000000000002,0.0872727272727273,0.757837837837838,0.707,0.573,0.386,0.947,0.169
"S3_369",0,0.38,0.16,0.8,0.58,0.71,0.86,0.95,0.8,0.58,0.98,0.06,0.44,0.36,0.27,0.651162790697674,0.207317073170732,0.7781,0.0204000000000001,0.705,0.801,0.453535353535354,0.716,0.48,0.275,0.0890909090909092,0.838648648648649,0.943,0.97,0.998,0.074,0.731
"S3_370",0.95,0.25,0.59,0.6,0.48,0.29,0.38,0.07,0.06,0.46,0.72,0.05,0,0.11,0.72,0.877906976744186,0.304878048780488,0.8861,0.9624,0.0860000000000001,0.947,0.555555555555556,0.276,0.458,0.0379999999999998,0.396363636363636,0.995135135135135,0.301,0.601,0.514,0.928,0.826
"S3_371",0.36,0.75,0.84,0.82,0.99,0.29,0.1,0.45,0.46,0.28,0.25,0.48,0.03,0.91,0.89,0.523255813953488,0.024390243902439,0.9781,0.4131,0.564,0.412,0.294949494949495,0.864,0.785,0.446,0.991818181818182,0.496756756756757,0.57,0.123,0.322,0.101,0.7
"S3_372",0.35,0.1,0.74,0.94,0.7,0.51,0.75,0.33,0.37,0.78,0.8,0.9,0.85,0.06,0,0.598837209302326,0.658536585365854,0.2005,0.5479,0.9255,0.228,0.185858585858586,0.341,0.88,0.13,0.468181818181818,0.890540540540541,0.607,0.614,0.278,0.452,0.284
"S3_373",0.77,0.72,0.8,0.71,0.84,0.16,0.28,0.36,0.38,0.94,1,0.94,0.11,0.41,0.04,0.156976744186046,0.951219512195122,0.2691,0.2535,0.532,0.322,0.186868686868687,0.927,0.563,0.789,0.96,0.791621621621622,0.719,0.433,0.928,0.934,0.435
"S3_374",0.93,0.93,0.26,0.58,0.43,0.95,0.82,0.03,0.88,0.98,0.6,0.32,0.25,0.64,0.21,0.767441860465116,0.810975609756097,0.00139999999999993,0.0366,0.825,0.842,0.908080808080808,0.605,0.979,0.638,0.913636363636364,0.424054054054054,0.319,0.729,0.762,0.677,0.38
"S3_375",0.59,0.52,0.32,0.27,0.39,0.73,0.87,0.27,0.67,0.8,0.69,0.48,0.34,0.42,0.69,0.738372093023256,0.0121951219512195,0.9423,0.2172,0.313,0.277,0.480808080808081,0.747,0.128,0.756,0.0827272727272727,0.310540540540541,0.07,0.304,0.61,0.851,0.364
"S3_376",0.97,0.18,0.69,0.15,0.53,0.45,0.43,0.5,0.36,0.5,0.51,0.76,0.45,0.76,0.85,0.633720930232558,0.414634146341463,0.4514,0.677,0.802,0.764,0.68989898989899,0.611,0.2,0.736,0.254545454545455,0.662702702702703,0.163,0.691,0.708,0.371,0.633
"S3_377",0.4,0.78,0.05,0.62,0.01,0.93,0.58,0.2,0.35,0.81,0.9,0.86,0.68,0.15,0.17,0.796511627906977,0.847560975609756,0.3828,0.8827,0.0834999999999999,0.328,0.250505050505051,0.076,0.952,0.584,0.994545454545455,0.517837837837838,0.961,0.009,0.001,0.147,0.45
"S3_378",0.04,0.51,0.37,0.96,0.88,0.06,0.69,0.53,0.09,0.75,1,0.67,0.77,0.61,0.14,0.127906976744186,0.103658536585366,0.6089,0.2598,0.2275,0.298,0.924242424242424,0.386,0.497,0.871,0.625454545454545,0.869459459459459,0.326,0.978,0.051,0.018,0.594
"S3_379",0.84,0.07,0.39,0.99,0.67,0.32,0.57,0.96,0.93,0.77,0.07,0.73,0.7,0.25,0.94,0.930232558139535,0.536585365853659,0.5966,0.00899999999999999,0.126,0.761,0.574747474747475,0.1,0.0840000000000001,0.348,0.352727272727273,0.385405405405405,0.144,0.867,0.631,0.486,0.728
"S3_380",0.7,0.6,0.6,0.82,0.52,0.61,0.01,0.39,0.99,0.07,0.25,0.35,0.46,0.5,0.14,0.616279069767442,0.426829268292683,0.1509,0.4586,0.7065,0.961,0.124242424242424,0.928,0.178,0.869,0.706363636363636,0.508108108108108,0.195,0.676,0.569,0.306,0.289
"S3_381",0.86,0.52,0.23,0.29,0.34,0.68,1,0.99,0.8,0.18,0.27,0.46,0.16,0.9,0.93,0.418604651162791,0.951219512195122,0.481,0.2219,0.9685,0.14,0.964646464646465,0.129,0.042,0.849,0.265454545454545,0.456216216216216,0.663,0.129,0.911,0.55,0.958
"S3_382",0.7,0.96,0.56,0.1,0.41,0.13,0.93,0.44,0.16,0.99,0.91,0.07,0.74,0.89,0.48,0.744186046511628,0.731707317073171,0.2633,0.4782,0.419,0.544,0.835353535353535,0.046,0.0600000000000001,0.16,0.0236363636363637,0.974054054054054,0.35,0.916,0.256,0.237,0.702
"S3_383",0.07,0.6,0.45,0.88,0.35,0.42,0.5,0.23,0.94,0.41,0.44,0.28,0.8,0.83,0.25,0.52906976744186,0.292682926829268,0.2058,0.9943,0.458,0.508,0.598989898989899,0.534,0.289,0.654,0.020909090909091,0.746216216216216,0.628,0.497,0.2,0.585,0.932
"S3_384",0.19,0.57,0.21,0.11,0.39,0.98,0.53,0.59,0.66,0.77,0.85,0.19,0.11,0.12,0.78,0.616279069767442,0.0304878048780488,0.2593,0.679,0.0375000000000001,0.62,0.638383838383838,0.048,0.317,0.667,0.447272727272727,0.977837837837838,0.652,0.16,0.049,0.968,0.865
"S3_385",0.99,0.05,0.45,0.1,0.24,0.85,0.26,0.37,0.07,0.69,0.53,0.86,0.32,0.64,0.51,0.790697674418605,0.341463414634146,0.3614,0.9914,0.885,0.514,0.219191919191919,0.702,0.264,0.745,0.18,0.131351351351351,0.56,0.361,0.44,0.45,0.673
"S3_386",0.19,0.13,0.37,0.85,0.6,0.99,0.26,0.89,0.88,0.17,0.61,0.57,0.87,0.79,0.29,0.86046511627907,0.701219512195122,0.5334,0.7998,0.9545,0.01,0.304040404040404,0.033,0.857,0.186,0.632727272727273,0.893513513513514,0.751,0.42,0.311,0.916,0.319
"S3_387",0.78,0.2,0.4,0.24,0.04,0.54,0.91,0.79,0.45,0.17,0.2,0.83,0.9,0.9,0.53,0.215116279069767,0.774390243902439,0.7056,0.1024,0.357,0.789,0.454545454545455,0.433,0.751,0.518,0.841818181818182,0.279189189189189,0.108,0.559,0.698,0.402,0.376
"S3_388",0.04,0.74,0.65,0.54,0.66,0.31,0.41,0.84,0.38,0.94,0.67,0.64,0.24,0.69,0.13,0.715116279069767,0.359756097560976,0.7126,0.8882,0.9975,0.826,0.514141414141414,0.179,0.109,0.499,0.728181818181818,0.147027027027027,0.129,0.366,0.68,0.22,0.066
"S3_389",0.41,0.31,0.35,0.28,0.86,0.83,0.45,0.68,0.74,0.14,0.89,0.12,0.14,0.98,0.49,0.366279069767442,0.890243902439024,0.3592,0.7746,0.1345,0.84,0.947474747474747,0.368,0.323,0.317,0.688181818181818,0.525945945945946,0.704,0.57,0.519,0.159,0.315
"S3_390",0.2,0.82,0.92,0.5,0.75,0.01,0.76,0.07,0.87,0.24,0.62,0.95,0.57,0.31,0.43,0.77906976744186,0.140243902439025,0.9302,0.369,0.6325,0.438,0.160606060606061,0.525,0.753,0.895,0.806363636363636,0.773513513513514,0.793,0.058,0.213,0.479,0.078
"S3_391",0.27,0.06,0.16,0.42,0.42,0.42,0.12,0.72,0.24,0.86,0.38,0.59,0.95,0.34,0.79,0.279069767441861,0.871951219512195,0.2414,0.1355,0.0565,0.385,0.209090909090909,0.96,0.37,0.26,0.12,0.39972972972973,0.393,0.887,0.984,0.87,0.575
"S3_392",0.31,0.5,0.97,0.58,0.85,0.33,0.89,0.36,1,0.93,0.71,0.45,0.26,0.7,0.34,0.88953488372093,0.762195121951219,0.5773,0.0591000000000001,0.4955,0.106,0.471717171717172,0.623,0.532,0.111,0.158181818181818,0.831081081081081,0.085,0.286,0.559,0.302,0.333
"S3_393",0.21,0.64,0.63,0.91,0.83,0.84,0.27,0.38,0.23,0.29,0.85,0.3,0.88,0.93,0.96,0.482558139534884,0.195121951219512,0.8896,0.7937,0.111,0.024,0.801010101010101,0.712,0.401,0.726,0.465454545454545,0.766216216216216,0.482,0.584,0.503,0.679,0.473
"S3_394",0.94,0.15,0.3,0.26,0.01,0.78,0.38,0.18,0.41,0.94,0.82,0.69,0.61,0.46,0.37,0.959302325581395,0.0975609756097562,0.4258,0.5954,0.889,0.537,0.0737373737373737,0.64,0.645,0.857,0.839090909090909,0.965135135135135,0.169,0.884,0.191,0.934,0.136
"S3_395",0.57,0.7,0.91,0.33,0.18,0.38,0.02,0.02,0.78,0.83,0.53,0.23,0.22,0.16,0.58,0.127906976744186,0.121951219512195,0.2126,0.1232,0.1025,0.658,0.733333333333333,0.522,0.504,0.0579999999999998,0.549090909090909,0.168378378378378,0.167,0.338,0.011,0.839,0.167
"S3_396",0.29,0.74,0.27,0.57,0.45,0.48,0.84,0.5,0.89,0.12,0.23,0.04,0.98,0.6,0.82,0.784883720930232,0.317073170731707,0.7832,0.2416,0.4095,0.073,0.137373737373737,0.939,0.295,0.573,0.919090909090909,0.0613513513513512,0.345,0.545,0.5,0.649,0.603
"S3_397",0.02,0.36,0.97,0.11,0.78,0.51,0.63,0.54,0.96,0.67,0.29,0.34,0.02,0.53,0.53,0.11046511627907,0.402439024390244,0.0585999999999999,0.145,0.872,0.851,0.281818181818182,0.151,0.574,0.996,0.07,0.338378378378378,0.069,0.319,0.628,0.005,0.868
"S3_398",0.35,0.18,0.13,0.64,0.01,0.77,0.34,0.12,0.15,0.38,0.03,0.56,0.33,0.15,1,0.0174418604651161,0.00609756097560976,0.3162,0.2887,0.4975,0.413,0.16969696969697,0.666,0.304,0.627,0.598181818181818,0.751081081081081,0.062,0.768,0.892,0.863,0.116
"S3_399",0.42,0.13,0,0.03,0.66,0.55,0.96,0.56,0.83,0.37,0.49,0.49,0.52,0.02,0.76,0.895348837209302,0.0121951219512195,0.183,0.3103,0.552,0.186,0.739393939393939,0.571,0.0680000000000001,0.558,0.916363636363636,0.646756756756757,0.221,0.222,0.332,0.995,0.852
"S3_400",0.67,0.69,0.45,0.55,0.46,0.7,0.8,0.25,0.75,0.57,0.61,0.58,0.63,0.48,0.13,0.662790697674418,0.567073170731707,0.689,0.1463,0.102,0.163,0.0272727272727273,0.854,0.612,0.367,0.300909090909091,0.798648648648649,0.238,0.18,0.658,0.656,0.156
"S3_401",0.66,0.21,0.79,0.52,0.92,0.14,0.94,0.43,0.96,0.84,0.64,0.77,0.76,0.4,0.99,0.22093023255814,0.817073170731707,0.6932,0.9614,0.139,0.423,0.890909090909091,0.323,0.348,0.0720000000000001,0.403636363636364,0.722432432432432,0.745,0.754,0.877,0.713,0.567
"S3_402",0.45,0.4,0.15,0.34,0.11,0.37,0.87,0.58,0.78,0.6,0.89,0.09,0.49,0.49,0.92,0.36046511627907,0.0182926829268293,0.9705,0.9269,0.431,0.243,0.167676767676768,0.375,0.3,0.117,0.224545454545455,0.971081081081081,0.851,0.52,0.793,0.345,0.127
"S3_403",0.64,0.21,0.76,0.03,0.21,0.68,0.05,0.75,0.46,0.2,0.54,0.46,0.83,0.12,0.83,0.0290697674418603,0.475609756097561,0.4415,0.9236,0.5225,0.369,0.228282828282828,0.749,0.865,0.535,0.78,0.0297297297297296,0.918,0.959,0.571,0.388,0.078
"S3_404",0.69,0.03,0.15,0.34,0.62,0.86,0.03,0.58,0.69,0.53,0.29,0.91,0.73,0.47,0.57,0.348837209302325,0.323170731707317,0.9498,0.27,0.091,0.26,0.773737373737374,0.38,0.272,0.461,0.650909090909091,0.546216216216216,0.202,0.064,0.953,0.992,0.717
"S3_405",0.14,0.29,0.7,0.49,0.78,0.59,0.4,0.2,0.44,0.59,0.81,0.39,0.27,0,0.5,0.215116279069767,0.926829268292683,0.9185,0.6087,0.943,0.894,0.275757575757576,0.223,0.538,0.885,0.138181818181818,0.167567567567567,0.973,0.122,0.416,0.187,0.682
"S3_406",0.9,0.7,0.79,0.09,0.36,0.26,0.08,0.06,0.27,0.12,0.36,0.65,0.74,0.88,0.27,0.372093023255814,0.646341463414634,0.3407,0.5285,0.5375,0.091,0.641414141414141,0.241,0.828,0.931,0.444545454545455,0.135675675675676,0.037,0.549,0.951,0.7,0.788
"S3_407",0.78,0.12,0.55,0.83,0.99,0.54,0.44,0.98,0.58,0.88,0.08,0.11,0.29,0.43,0.9,0.215116279069767,0.115853658536585,0.2802,0.6759,0.508,0.575,0.162626262626263,0.515,0.341,0.662,0.957272727272727,0.585135135135135,0.58,0.657,0.493,0.834,0.832
"S3_408",0.8,0.38,0.38,0.17,0.43,0.51,0.26,0.54,0.44,0.95,0.45,0.43,0.05,0.12,0.32,0.569767441860465,0.689024390243902,0.8653,0.2057,0.178,0.095,0.886868686868687,0.477,0.491,0.469,0.963636363636364,0.882702702702703,0.124,0.425,0.321,0.782,0.456
"S3_409",0.11,0.71,0.35,0.36,0.81,0.76,0.54,0.13,0.55,0.7,0.16,0.33,0.55,0.92,0.55,0.546511627906977,0.225609756097561,0.622,0.0184999999999999,0.84,0.0620000000000001,0.825252525252525,0.193,0.528,0.497,0.412727272727273,0.0394594594594594,0.838,0.914,0.706,0.335,0.817
"S3_410",0.4,0.16,0.66,0.89,0.68,0.2,0.46,0.34,0.02,0.57,0.68,0.52,0.87,0.39,0.3,0.0232558139534882,0.652439024390244,0.0335999999999999,0.6191,0.679,0.758,0.516161616161616,0.061,0.236,0.213,0.0727272727272728,0.137567567567568,0.681,0.681,0.855,0.597,0.52
"S3_411",0.66,0.63,0.41,0.55,0.1,0.33,0.24,0.08,0.99,0.26,0.18,0.95,0.29,0.27,0.33,0.0813953488372092,0.359756097560976,0.2882,0.6935,0.00600000000000001,0.133,0.77979797979798,0.964,0.376,0.644,0.856363636363636,0.276486486486486,0.906,0.172,0.874,0.278,0.102
"S3_412",0.24,0.94,0.21,0.98,0.65,0.2,0.11,0.63,0.46,0.77,0.51,0.19,0.72,0.66,0.19,0.0348837209302324,0.469512195121951,0.6326,0.8596,0.445,0.971,0.993939393939394,0.637,0.399,0.608,0.658181818181818,0.765675675675676,0.601,0.161,0.164,0.867,0.231
"S3_413",0.12,0.62,0.72,0.43,0.86,0.7,0.18,0.06,0.22,0.15,0.93,0.01,0.23,0.92,0.69,0.581395348837209,0.560975609756097,0.6541,0.4816,0.6915,0.891,0.828282828282828,0.487,0.847,0.265,0.606363636363636,0.495945945945946,0.419,0.905,0.258,0.817,0.676
"S3_414",0.29,0.62,0.12,0.73,0.27,0.06,0.52,0.58,0.11,0.62,0.65,0.38,0.47,0.14,0.25,0.953488372093023,0.945121951219512,0.2673,0.3886,0.2105,0.016,0.691919191919192,0.485,0.975,0.109,0.553636363636364,0.988108108108108,0.002,0.863,0.163,0.029,0.055
"S3_415",0.96,0.83,0.95,0.57,0.34,0.21,0.04,0.87,0.57,0.93,0.56,0.52,0.8,1,0.52,0.587209302325581,0.481707317073171,0.4975,0.9394,0.3075,0.568,0.462626262626263,0.675,0.331,0.683,0.782727272727273,0.154324324324324,0.813,0.239,0.269,0.483,0.295
"S3_416",0.06,0.59,0.89,0.73,0.27,0.06,0.64,0.78,0.56,0.18,0.37,0.02,0.71,0.49,0.67,0.901162790697674,0.859756097560975,0.5057,0.3799,0.8225,0.978,0.206060606060606,0.838,0.249,0.965,0.201818181818182,0.912162162162162,0.078,0.841,0.29,0.072,0.6
"S3_417",0.08,0.12,0.39,0.23,0.37,0.77,0.89,0.79,0.91,0.81,0.51,0.5,0.68,0.54,0.33,0.133720930232558,0.158536585365854,0.7648,0.7006,0.796,0.99,0.806060606060606,0.957,0.714,0.263,0.050909090909091,0.0459459459459459,0.64,0.869,0.692,0.352,0.835
"S3_418",0.23,0.81,0.04,0.35,0.73,0.24,0.79,0.02,0.96,0.38,0.63,0.88,0.36,0.84,0.36,0.976744186046512,0.231707317073171,0.5238,0.4921,0.1565,0.688,0.0838383838383838,0.884,0.552,0.19,0.17,0.0102702702702703,0.781,0.745,0.798,0.062,0.543
"S3_419",0.07,0.6,0.74,0.89,0.43,0.69,0.25,0.81,0.61,0.65,0.19,0.06,0.68,0.22,0.09,0.0232558139534882,0.134146341463415,0.1365,0.3045,0.2935,0.465,0.642424242424242,0.51,0.705,0.62,0.291818181818182,0.525945945945946,0.067,0.407,0.898,0.075,0.625
"S3_420",0.72,0.1,0.04,0.56,0.83,0.27,0.1,0.37,0.55,0.45,0.26,0.96,0.9,0.21,0.86,0.412790697674418,0.75609756097561,0.5415,0.5829,0.35,0.825,0.503030303030303,0.108,0.364,0.878,0.192727272727273,0.416756756756757,0.291,0.641,0.548,0.201,0.321
"S3_421",0.51,0.97,0.36,0,0.12,0.41,0.92,0.86,0.2,0.07,0.04,0.73,0.28,0.19,0.11,0.976744186046512,0.841463414634146,0.1029,0.8158,0.783,0.942,0.509090909090909,0.481,0.287,0.288,0.986363636363636,0.483243243243243,0.417,0.605,0.703,0.025,0.877
"S3_422",0.1,0.43,0.32,0.01,0.17,0.02,0.52,0.3,0.25,0.08,0.26,0.21,0.55,0.17,0.73,0.627906976744186,0.0731707317073171,0.4615,0.8673,0.0754999999999999,0.432,0.787878787878788,0.68,0.22,0.439,0.173636363636364,0.00702702702702697,0.734,0.052,0.862,0.37,0.705
"S3_423",0.02,0.15,0.02,0.5,0.9,0.74,0.19,0.08,0.62,0.53,0.49,0.77,0.42,1,0.65,0.453488372093023,0.798780487804878,0.1664,0.9678,0.5005,0.72,0.902020202020202,0.293,0.254,0.229,0.794545454545455,0.51027027027027,0.477,1,0.476,0.19,0.022
"S3_424",0.02,0.94,0.51,0.31,0.36,0.24,0.21,0.7,0.54,0.85,0.28,0.31,0.29,0.6,0.72,0.761627906976744,0.268292682926829,0.3373,0.3836,0.7285,0.975,0.216161616161616,0.636,0.547,0.787,0.767272727272727,0.158108108108108,0.635,0.871,0.463,0.304,0.916
"S3_425",0.32,0.83,0.73,0.05,0.2,0.36,0.73,0.51,0.25,0.05,0.06,0.47,0.28,0.95,0.6,0.430232558139535,0.902439024390244,0.841,0.3843,0.366,0.0549999999999999,0.934343434343434,0.839,0.344,0.442,0.177272727272727,0.219189189189189,0.605,0.542,0.317,0.724,0.588
"S3_426",0.77,0.06,0.9,0.86,0.53,0.79,0.05,0.53,0.22,0.27,0.53,0.39,0.9,0.88,0.9,0.145348837209302,0.707317073170732,0.2938,0.3727,0.208,0.135,0.672727272727273,0.922,0.474,0.688,0.243636363636364,0.983513513513514,0.563,0.911,0.345,0.377,0.248
"S3_427",0.77,0.78,0.65,0.51,0.56,0.82,0.16,0.78,0.22,0.61,0.82,0.79,0.2,0.41,0.34,0.13953488372093,0.695121951219512,0.0161999999999999,0.8033,0.335,0.233,0.881818181818182,0.887,0.601,0.141,0.382727272727273,0.674054054054054,0.425,0.102,0.528,0.126,0.238
"S3_428",0.69,0.79,0.5,0.12,0.06,0.07,0.76,0.87,0.97,0.39,0.33,0.83,0.95,0.42,0.1,0.174418604651163,0.689024390243902,0.4838,0.00339999999999989,0.1235,0.823,0.272727272727273,0.135,0.881,0.33,0.236363636363636,0.968108108108108,0.516,0.357,0.581,0.363,0.573
"S3_429",0.05,0.26,0.82,0.13,0.33,0.89,0.72,0.89,0.87,0.25,0.96,0.37,0.69,0.36,0.4,0.604651162790698,0.664634146341463,0.8531,0.1603,0.9665,0.925,0.524242424242424,0.125,0.125,0.57,0.652727272727273,0.771081081081081,0.768,0.735,0.303,0.765,0.237
"S3_430",0.42,0.02,0.68,0.38,0.39,0.24,0.84,0.9,0.7,0.48,0.12,0.85,0.92,0.16,0.16,0.25,0.75609756097561,0.1721,0.9305,0.5855,0.097,0.298989898989899,0.686,0.739,0.151,0.63,0.535405405405405,0.136,0.493,0.766,0.308,0.669
"S3_431",0.76,0.99,0.72,0.29,0.93,0.52,0.67,0.39,0.16,0.28,0.34,0.43,0.29,0.7,0.3,0.011627906976744,0.908536585365854,0.1891,0.7268,0.03,0.562,0.52020202020202,0.427,0.73,0.691,0.440909090909091,0.992972972972973,0.725,0.283,0.921,0.53,0.833
"S3_432",0.7,0.29,0.23,0.58,0.62,0.11,0.14,0.82,0.54,0.68,0.98,0.64,0.13,0.36,0.58,0.965116279069767,0.323170731707317,0.394,0.0803999999999998,0.5995,0.869,0.0111111111111111,0.633,0.439,0.714,0.683636363636364,0.217567567567568,0.789,0.329,0.551,0.302,0.516
"S3_433",0.47,0.93,0.36,0.48,0.85,0.17,0.29,0.2,0.37,0.58,0.74,0.99,0.14,0.91,0.11,0.965116279069767,0.530487804878049,0.7474,0.5893,0.1155,0.213,0.515151515151515,0.501,0.843,0.214,0.558181818181818,0.780810810810811,0.474,0.126,0.989,0.827,0.713
