scenario,EA_phase_pol,EA_price_pol,EA_cp_pol,US_phase_pol,US_price_pol,US_cp_pol,CN_phase_pol,CN_price_pol,CN_cp_pol,IN_phase_pol,IN_price_pol,IN_cp_pol,RGS_phase_pol,RGS_price_pol,RGS_cp_pol,RGN_phase_pol,RGN_price_pol,RGN_cp_pol,learning_solar,learning_wind,lifetime_solar,lifetime_wind,lead_offshore,lead_onshore,lead_solar,discr,elec_demand,ccgt_price,coal_price,tech_potential
S3_469,0.78,0.23,0.6,0.15,0.46,0.19,0,0.92,0.9,0.66,0.16,0.91,0.01,0.03,0.59,0.63,0.79,0.26,-0.373,-0.231,29,27,8,2,2,0.565,0.935,0.366,0.955,0.026
S3_470,0.33,0.73,0.82,0.39,0.14,0.62,0.29,0.82,0.01,0.57,0.37,0.22,0.99,0.77,0.29,0.65,0.16,0.65,-0.387,-0.191,28,35,4,2,3,0.392,0.284,0.949,0.889,0.252
S3_471,0.85,0.66,0.15,0.16,0.96,0.28,0.26,0.54,0.45,0.69,0.21,0.14,0.87,0.03,0.51,0.73,0.4,0.94,-0.257,-0.159,25,31,6,1,3,0.49,0.388,0.369,0.916,0.3
S3_472,0.97,0.19,0.79,0.07,0.39,0.29,0.7,0.56,0.31,0.77,0.48,0.01,0.76,0.04,0.86,0.21,0.86,0.83,-0.296,-0.274,25,34,4,2,2,0.266,0.167,0.578,0.987,0.601
S3_473,0.04,0.11,0.3,0,0.02,0.03,0.31,0.68,0.79,0.48,0.4,0.2,0.99,0.21,0.13,0.46,0.96,0.11,-0.323,-0.187,34,30,3,3,3,0.732,0.762,0.184,0.164,0.424
S3_474,0.45,0.82,0.5,0.77,0.32,0.95,0.1,0.87,0.36,0.69,0.4,0.76,0.91,0.57,0.4,0.55,0.47,0.5,-0.391,-0.216,34,32,8,4,1,0.52,0.528,0.53,0.265,0.171
S3_475,0.9,0.02,0.3,0.47,0.34,0.62,0.3,0.73,0.83,0.62,0.6,0.34,0.44,0.47,0.91,0.73,0.2,0.6,-0.376,-0.21,28,33,7,4,1,0.192,0.814,0.309,0.919,0.29
S3_476,0.22,0.13,0.72,0.49,0.2,0.62,0.05,0.72,0.08,0.28,0.04,0.99,0.54,0.98,0.5,0.1,0.97,0.18,-0.233,-0.216,28,30,6,2,2,0.199,0.721,0.107,0.931,0.458
S3_477,0.42,0.82,0.29,0.06,0.43,0.29,0.21,0.97,0.56,0.48,0.58,0.89,0.07,0.7,0.91,0.91,0.1,0.05,-0.308,-0.158,26,30,8,3,4,0.726,0.315,0.013,0.351,0.737
S3_478,0.41,0.85,0.47,0.57,0.99,0.89,0.18,0.07,0.59,0.84,0,0.09,0.6,0.15,0.53,0.6,0.17,0.44,-0.337,-0.253,25,26,3,3,3,0.216,0.095,0.775,0.602,0.33
S3_479,0.06,0.67,0.25,0.6,0.22,0.7,0.03,1,0.3,0.1,0.44,0.3,0.9,0.65,0.65,0.2,0.35,0.95,-0.321,-0.241,32,31,6,3,1,0.441,0.871,0.333,0.009,0.374
S3_480,0.17,0.78,0.18,0.2,0.86,0.83,0.34,0.37,0.91,0.72,0.92,0.85,0.79,0.19,0.97,0.02,0.41,0.08,-0.264,-0.233,29,34,6,3,2,0.043,0.005,0.177,0.862,0.382
S3_481,0.23,0.43,0.24,0.49,0.68,0.23,0.27,0.99,0.56,0.57,0.13,0.41,0.8,0.82,0,0.31,0.67,0.13,-0.34,-0.255,29,34,4,2,3,0.371,0.123,0.072,0.296,0.109
S3_482,0.04,0.06,0.88,0.38,0.51,0.01,0.07,0.13,0.89,0.2,0.13,0.82,0.36,0.69,0.49,0.13,0.95,0.4,-0.244,-0.135,27,27,6,1,3,0.101,0.577,0.779,0.196,0.979
S3_483,0.63,0.06,0.97,0.61,0.24,0.19,0.01,0.67,0.03,0.19,0.32,0.61,0.68,0.11,0.39,0.27,0.13,0.19,-0.252,-0.18,34,31,3,2,1,0.576,0.267,0.294,0.639,0.377
S3_484,0.28,0.8,0.13,0.11,0.8,0.97,0.47,0.68,0.46,0.89,0.03,0.1,0.1,0.94,0.89,0.02,0.77,0.22,-0.302,-0.254,34,25,7,2,2,0.934,0.09,0.874,0.485,0.586
S3_485,0.45,0.38,0.29,0.01,0.95,0.91,0.25,0.89,0.54,0.35,0.68,0.56,0.98,0.58,0.63,0.74,0.69,0.51,-0.335,-0.247,26,34,3,2,3,0.276,0.089,0.224,0.169,0.415
S3_486,0.84,0.55,0.93,0.81,0.81,0.35,0.8,0.02,0.21,0.99,0.15,0.43,0.29,0.84,0.66,0.04,0.65,0.6,-0.242,-0.175,26,35,7,3,2,0.28,0.78,0.599,0.208,0.931
S3_487,0.46,0.21,0.45,0.23,0.26,0.32,0.51,0.15,0.28,0.37,0.83,0.46,0.21,0.4,0.66,0.1,0.22,0.77,-0.402,-0.148,35,32,7,4,2,0.113,0.103,0.01,0.025,0.118
S3_488,0.34,0.61,0.93,0.27,0.23,0.95,0.38,0.98,0.06,0.36,0.4,0.29,0.44,0.16,0.97,0.23,0.84,0.14,-0.281,-0.244,27,33,6,2,3,0.004,0.677,0.04,0.501,0.784
S3_489,0.04,0.14,0.45,0.7,0.58,0.63,0.54,0.24,0.86,0.52,0.34,0.26,0.08,0.44,0.4,0.03,0.64,0.97,-0.317,-0.189,26,31,2,2,2,0.091,0.589,0.828,0.499,0.856
S3_490,1,1,0.1,0.44,0.74,0.77,0.81,0.73,0.52,0.04,0.76,0.04,0.65,0.87,0.31,0.58,0.74,0.17,-0.243,-0.238,28,27,5,3,2,0.718,0.348,0.085,0.695,0.126
S3_491,0.16,0.86,0.72,0.19,0.3,0.05,0.53,0.34,0.35,0.32,0.34,0.14,0.58,0.43,0.55,0.15,0.34,0.01,-0.259,-0.169,30,32,6,3,3,0.745,0.092,0.997,0.708,0.634
S3_492,0.2,0.25,0.64,0.69,0.33,0.51,0.89,0.02,0.68,0.88,0.53,0.44,0.22,0.04,0.41,0.94,0.31,0.26,-0.249,-0.271,32,28,7,3,4,0.483,0.478,0.985,0.019,0.22
S3_493,0.97,0.59,0.19,0.04,0.53,0.54,0.86,0.4,0.45,0.35,0.71,0.86,0.46,0.95,0.31,0.25,0.82,0.92,-0.368,-0.158,31,30,7,3,1,0.026,0.817,0.822,0.233,0.846
S3_494,0.63,0.62,0.87,0.26,0.21,0.57,0.11,0.07,0.72,0.67,0.77,0.34,0.81,0.25,0.51,0.57,0.09,0.5,-0.367,-0.227,30,27,7,3,3,0.437,0.681,0.667,0.64,0.968
S3_495,0.59,0.28,0.28,0.43,0.8,0.45,0.23,0.44,0.16,0.01,0.31,0.91,0.02,0.18,0.87,0.24,0.69,0.11,-0.398,-0.122,35,26,6,1,1,0.55,0.726,0.701,0.735,0.286
S3_496,0.9,0.06,0.17,0.28,0.39,0.61,0.43,0.29,0.29,0.2,0.17,0.68,0.66,0.29,0.22,0.27,0.15,0.63,-0.324,-0.191,31,32,7,2,4,0.983,0.928,0.945,0.014,0.505
S3_497,0.88,0.64,0.72,0.45,0.43,0.14,0.15,0.79,0.58,0.68,0.61,0.45,0.17,0.63,0.72,0.82,0.58,0.42,-0.362,-0.255,35,27,7,3,2,0.843,0.545,0.808,0.898,0.395
S3_498,0.67,0.62,0.32,0.54,0.71,0.35,0.64,0.94,0.97,0.4,0.41,0.81,0.78,0.45,0.46,0.55,0.85,0.28,-0.357,-0.222,27,29,4,3,4,0.197,0.629,0.419,0.19,0.681
S3_499,0.97,0.01,0.43,0.24,0.77,0.95,0.73,0.94,0.47,0.38,0.52,0.16,0.26,0.78,0.36,0.39,0.81,0.42,-0.26,-0.134,33,31,5,3,4,0.343,0.428,0.804,0.981,0.034
S3_500,0.84,0.9,0.4,0.16,0.42,0.81,0.71,0.01,0.55,0.84,0.62,0.9,0.97,0.27,0.52,0.87,0.93,0.41,-0.391,-0.228,33,26,4,1,4,0.654,0.26,0.498,0.848,0.517
