scenario,US_phase_pol,US_price_pol,US_cp_pol,CN_phase_pol,CN_price_pol,CN_cp_pol,IN_phase_pol,IN_price_pol,IN_cp_pol,RGS_phase_pol,RGS_price_pol,RGS_cp_pol,RGN_phase_pol,RGN_price_pol,RGN_cp_pol,learning_solar,learning_wind,lifetime_solar,lifetime_wind,lead_onshore,lead_solar,lead_commission,cr_wind,cr_solar,discr,elec_demand,ccgt_price,coal_price,tech_potential
S3_439,0.98,0.24,0.76,0.36,0.7,0.1,0.43,0.38,0.07,0.11,0.96,0.79,0.9,0.46,0.84,-0.3,-0.207,26.461,30.976,2.206,2.801,0.469,-0.938,-1.9,0.229,0.97,0.166,0.423,0.454
S3_440,0.44,0.1,0.55,0.29,0.83,0.07,0.61,0.76,0.07,0.05,0.71,0.78,0.16,0.56,0.14,-0.333,-0.137,32.91,32.629,2.264,1.191,0.172,-1.024,-3.117,0.338,0.768,0.618,0.86,0.539
S3_441,0.61,0.35,0.57,0.76,0.4,0.11,0.84,0.79,0.98,0.61,0.15,0.03,0.06,0.12,0.54,-0.306,-0.204,33.448,34.788,2.064,2.556,0.936,-0.815,-2.418,0.14,0.874,0.454,0.403,0.697
S3_442,0.23,0.66,0.51,0.45,0.03,0.61,0.14,0.84,0.84,0.2,0.11,0.69,0.87,0.81,0.47,-0.325,-0.129,30.547,26.36,2.048,1.603,0.921,-0.748,-2.111,0.831,0.202,0.232,0.925,0.434
S3_443,0.13,0.1,0.92,0.48,0.93,0.76,0.65,0.47,0.0,0.53,0.2,0.67,0.3,0.59,0.7,-0.401,-0.233,34.113,25.31,2.67,1.619,0.504,-0.768,-1.502,0.423,0.17,0.204,0.866,0.258
S3_444,0.66,0.98,0.35,0.51,0.11,0.18,0.77,0.23,0.18,0.34,0.02,0.62,0.01,0.72,0.61,-0.295,-0.141,27.88,31.261,2.49,2.562,0.747,-0.812,-2.139,0.755,0.661,0.188,0.155,0.798
S3_445,0.45,0.94,0.67,0.57,0.13,0.17,0.47,0.0,0.13,0.9,0.66,0.91,0.4,0.88,0.44,-0.367,-0.17,25.636,33.672,2.701,1.558,0.519,-0.909,-1.765,0.371,0.43,0.438,0.932,0.522
S3_446,0.21,0.66,0.61,0.84,0.29,0.67,0.37,0.44,0.63,0.1,0.05,0.16,0.26,0.86,0.4,-0.327,-0.213,28.898,34.341,2.886,1.123,0.152,-0.973,-3.209,0.973,0.694,0.787,0.837,0.914
S3_447,0.55,0.5,0.44,0.12,0.77,0.18,0.52,0.11,0.69,0.91,0.48,0.98,0.76,0.09,0.3,-0.254,-0.171,26.93,31.562,2.528,1.256,0.894,-0.751,-2.592,0.06,0.183,0.303,0.326,0.187
S3_448,0.52,0.93,0.51,0.27,0.9,0.31,0.54,0.12,0.98,0.75,0.43,0.59,0.36,0.38,0.24,-0.239,-0.189,27.912,26.614,2.86,1.324,0.318,-1.05,-2.929,0.25,0.497,0.195,0.915,0.095
S3_449,0.39,0.06,0.0,0.03,0.36,0.17,0.65,0.5,0.46,0.72,0.81,0.85,0.79,0.03,0.52,-0.323,-0.165,27.59,33.218,2.724,1.221,0.093,-0.837,-2.149,0.131,0.122,0.734,0.515,0.33
S3_450,0.75,0.03,0.25,0.52,0.62,0.72,0.31,0.8,0.74,0.56,0.18,0.21,0.2,0.75,0.03,-0.346,-0.242,28.541,29.174,2.432,2.349,0.107,-0.967,-2.875,0.869,0.489,0.948,0.657,0.688
S3_451,0.27,0.77,0.94,0.22,0.91,0.18,0.26,0.06,0.11,0.86,0.98,0.53,0.82,0.58,0.79,-0.272,-0.123,33.61,29.664,2.028,1.968,0.923,-1.045,-2.885,0.942,0.632,0.026,0.652,0.45
S3_452,0.15,0.6,0.46,0.49,0.03,0.34,0.87,0.92,0.15,0.45,0.52,0.72,0.43,0.55,0.49,-0.335,-0.192,26.813,30.702,2.382,1.993,0.815,-1.018,-1.729,0.586,0.24,0.386,0.182,0.13
S3_453,0.04,0.17,0.62,0.85,0.7,0.05,0.13,0.18,0.84,0.2,0.48,0.13,0.98,0.35,0.16,-0.275,-0.166,25.472,34.742,2.118,1.887,0.924,-1.092,-1.669,0.822,0.372,0.059,0.727,0.394
S3_454,0.18,0.97,0.04,0.73,0.45,0.65,0.65,0.41,0.47,0.25,0.17,0.34,0.69,0.01,0.77,-0.371,-0.183,30.614,25.361,2.904,1.853,0.069,-0.698,-1.601,0.718,0.853,0.799,0.203,0.67
S3_455,0.14,0.98,0.06,0.37,0.01,0.54,0.66,0.26,0.3,0.63,0.56,0.31,0.2,0.32,0.39,-0.332,-0.246,28.236,27.977,2.249,2.796,0.683,-0.785,-1.466,0.175,0.344,0.089,0.948,0.038
S3_456,0.4,0.81,0.54,0.7,0.63,0.0,0.05,0.67,0.68,0.02,0.12,0.73,0.6,0.23,0.51,-0.386,-0.275,29.234,26.688,2.081,2.022,0.804,-0.634,-2.645,0.485,0.676,0.288,0.141,0.452
S3_457,0.73,0.96,0.73,0.18,0.06,0.87,0.15,0.41,0.72,0.53,0.33,0.57,0.21,0.01,0.12,-0.324,-0.223,27.122,30.939,2.798,2.037,0.971,-1.0,-3.056,0.22,0.199,0.452,0.142,0.085
S3_458,0.61,0.5,0.17,0.56,0.93,0.06,0.69,0.05,0.3,0.1,0.85,0.24,0.84,0.03,0.66,-0.4,-0.191,33.637,32.643,2.631,2.511,0.396,-0.821,-2.214,0.731,0.282,0.103,0.348,0.289
S3_459,0.06,0.18,0.67,0.41,0.97,0.7,0.55,1.0,0.57,0.27,0.58,0.44,0.76,0.77,0.67,-0.294,-0.211,32.409,30.905,2.197,2.459,0.388,-0.925,-3.362,0.7,0.899,0.583,0.922,0.049
S3_460,0.1,0.75,0.35,0.89,0.9,0.78,0.16,0.18,0.59,0.18,0.38,0.71,0.14,0.56,0.66,-0.326,-0.216,29.87,28.104,2.684,1.504,0.325,-0.635,-3.271,0.359,0.882,0.534,0.542,0.161
S3_461,0.92,0.31,0.63,0.01,0.12,0.99,0.91,0.7,0.02,0.33,0.76,0.18,0.94,0.6,0.18,-0.402,-0.264,33.521,29.517,2.123,1.88,0.428,-1.076,-2.583,0.723,0.233,0.858,0.415,0.592
S3_462,0.8,0.88,0.68,0.03,0.39,0.17,0.73,0.72,0.76,0.16,0.97,0.49,0.06,0.24,0.84,-0.294,-0.238,32.982,30.369,2.939,1.446,0.567,-0.929,-2.29,0.253,0.104,0.548,0.333,0.552
S3_463,0.92,0.32,0.26,0.13,0.19,0.14,0.72,0.68,0.38,0.01,0.07,0.43,0.55,0.42,0.97,-0.307,-0.269,27.705,30.119,2.56,1.85,0.605,-0.874,-2.397,0.515,0.376,0.463,0.796,0.29
S3_464,0.08,0.95,0.07,0.07,0.81,0.92,0.14,0.42,0.82,0.55,0.6,0.48,0.9,0.47,0.07,-0.247,-0.212,25.319,34.407,2.585,2.411,0.186,-1.054,-2.288,0.959,0.011,0.648,0.856,0.437
S3_465,0.46,0.06,0.52,0.75,0.7,0.61,0.46,0.53,0.4,0.87,0.45,0.88,0.69,0.42,0.48,-0.24,-0.174,34.186,29.53,2.453,2.607,0.968,-0.913,-2.002,0.465,0.191,0.802,0.89,0.957
S3_466,0.6,0.59,0.79,0.59,0.91,0.86,0.52,0.37,0.58,0.68,0.89,0.42,0.64,0.83,0.42,-0.27,-0.162,28.755,25.873,2.547,2.867,0.795,-0.735,-2.253,0.928,0.812,0.344,0.232,0.034
S3_467,0.33,0.68,0.72,0.16,0.94,0.28,0.79,0.41,0.42,0.89,0.65,0.55,0.77,0.18,0.2,-0.353,-0.142,25.494,27.101,2.812,2.407,0.644,-0.695,-2.337,0.431,0.909,0.675,0.055,0.955
S3_468,0.06,0.8,0.34,0.55,0.63,0.02,0.8,0.21,0.25,0.51,0.3,0.97,0.99,0.04,0.26,-0.364,-0.201,27.841,29.016,2.87,2.895,0.527,-0.769,-2.202,0.849,0.173,0.225,0.627,0.536
S3_469,0.25,0.57,0.19,0.27,0.54,0.71,0.16,0.97,0.92,0.64,0.16,0.29,0.09,0.49,0.16,-0.32,-0.113,33.5,25.226,2.149,1.012,0.218,-0.789,-2.046,0.497,0.502,0.693,0.145,0.752
S3_470,0.97,0.32,0.06,0.6,0.6,0.02,0.55,0.96,0.66,0.69,0.49,0.94,0.94,0.01,0.06,-0.351,-0.139,34.028,25.097,2.162,2.724,0.556,-0.708,-2.821,0.578,0.757,0.551,0.311,0.162
S3_471,0.1,0.09,0.41,0.23,0.33,0.35,0.78,0.95,0.67,0.55,0.25,0.31,0.82,0.61,0.15,-0.245,-0.224,27.243,26.443,2.777,2.476,0.612,-1.043,-3.146,0.414,0.988,0.386,0.237,0.614
S3_472,0.29,0.65,0.48,0.4,0.34,0.78,0.78,0.74,0.01,0.78,0.03,0.06,0.28,0.81,0.08,-0.336,-0.14,34.899,26.654,2.512,2.251,0.243,-0.83,-1.511,0.877,0.072,0.474,0.77,0.178
S3_473,0.96,0.16,0.66,0.93,0.25,0.22,0.93,0.37,0.51,0.58,0.66,0.3,0.99,0.22,0.55,-0.331,-0.178,28.41,30.007,2.544,2.909,0.192,-1.038,-3.367,0.414,0.639,0.202,0.332,0.814
S3_474,0.03,0.68,0.29,0.55,0.89,0.89,0.99,0.94,0.59,0.37,0.39,0.2,0.79,0.16,0.4,-0.39,-0.221,25.868,25.107,2.649,1.204,0.073,-1.042,-2.411,0.55,0.491,0.596,0.901,0.707
S3_475,0.92,0.18,0.99,0.67,0.26,0.09,0.64,0.76,0.27,0.75,0.08,0.37,0.46,0.81,0.72,-0.356,-0.137,30.693,29.972,2.732,2.701,0.163,-1.036,-3.346,0.261,0.656,0.481,0.643,0.882
S3_476,0.68,0.51,0.12,0.78,0.95,0.48,0.3,0.91,0.19,0.24,0.45,0.78,0.31,0.83,0.95,-0.399,-0.261,32.58,30.449,2.788,1.438,0.338,-1.067,-2.178,0.383,0.954,0.789,0.872,0.797
S3_477,0.99,0.96,0.48,0.8,0.43,0.36,0.41,0.38,0.55,0.36,0.23,0.55,0.31,0.47,0.92,-0.275,-0.263,31.948,33.296,2.316,2.657,0.435,-0.652,-2.415,0.989,0.178,0.876,0.679,0.366
S3_478,0.38,0.37,0.6,0.51,0.17,0.9,0.56,0.25,0.94,0.31,0.51,0.26,0.57,0.36,0.52,-0.297,-0.24,28.186,32.225,2.817,1.443,0.496,-0.924,-1.416,0.041,0.724,0.128,0.021,0.158
S3_479,0.34,0.02,0.41,0.34,0.48,0.15,0.34,0.7,0.39,0.49,0.36,0.9,0.78,0.67,0.65,-0.381,-0.232,29.925,30.544,2.919,1.057,0.879,-0.741,-2.073,0.446,0.267,0.05,0.952,0.281
S3_480,0.94,1.0,0.93,0.62,0.65,0.34,0.15,0.31,0.84,0.77,0.21,0.99,0.1,0.77,0.31,-0.343,-0.124,26.776,27.084,2.934,1.146,0.062,-0.663,-2.299,0.185,0.801,0.062,0.409,0.189
S3_481,0.23,0.06,0.57,0.59,0.41,0.01,0.02,0.4,0.87,0.35,0.18,0.02,0.38,0.7,0.75,-0.33,-0.205,34.564,28.246,2.771,2.285,0.637,-0.852,-3.087,0.684,0.287,0.9,0.912,0.411
S3_482,0.05,0.02,0.79,0.02,0.04,0.42,0.6,0.05,0.53,0.74,0.07,0.39,0.34,0.76,0.0,-0.374,-0.119,29.582,26.867,2.895,1.427,0.007,-0.823,-2.518,0.214,0.405,0.362,0.815,0.23
S3_483,0.65,0.2,0.37,0.27,0.81,0.09,0.1,0.08,0.84,0.87,0.14,0.88,0.64,0.79,0.34,-0.363,-0.251,34.222,27.253,2.404,1.376,0.223,-1.009,-1.541,0.327,0.186,0.419,0.169,0.315
S3_484,1.0,0.91,0.44,0.44,0.1,0.47,0.38,0.67,0.2,0.03,0.44,0.05,0.04,0.65,0.98,-0.326,-0.274,31.481,33.524,2.482,1.304,0.9,-0.749,-2.533,0.294,0.43,0.152,0.644,0.39
S3_485,0.89,0.55,0.19,0.35,0.49,0.5,0.62,0.26,0.87,0.75,0.94,0.8,0.3,0.27,0.99,-0.304,-0.159,27.03,25.336,2.29,2.619,0.508,-0.944,-2.897,0.936,0.494,0.13,0.135,0.505
S3_486,0.39,0.41,0.92,0.44,0.69,0.74,0.79,0.58,0.22,0.31,0.53,0.79,0.44,0.12,0.41,-0.315,-0.156,25.936,28.147,2.004,2.812,0.413,-1.099,-3.373,0.598,0.292,0.503,0.395,0.864
S3_487,0.76,0.86,0.14,0.97,0.38,0.35,0.39,0.48,0.43,0.98,0.15,0.68,0.01,0.19,0.5,-0.308,-0.19,33.825,31.147,2.168,1.463,0.709,-0.882,-2.283,0.518,0.252,0.7,0.817,0.056
S3_488,0.65,0.9,0.81,0.81,0.74,0.04,0.55,0.54,0.92,0.6,0.77,0.64,0.3,0.35,0.41,-0.393,-0.175,27.09,29.627,2.257,2.395,0.839,-1.019,-2.925,0.231,0.521,0.279,0.602,0.541
S3_489,0.69,0.82,0.5,0.65,0.6,0.4,0.53,0.95,0.48,0.84,0.21,0.66,0.13,0.99,0.45,-0.345,-0.242,27.359,25.141,2.651,1.801,0.278,-0.939,-1.69,0.778,0.461,0.416,0.611,0.578
S3_490,0.71,0.67,0.09,0.74,0.8,0.62,0.72,0.12,0.02,0.46,0.56,0.46,0.71,0.19,0.27,-0.316,-0.117,31.32,33.503,2.465,2.716,0.662,-0.969,-3.236,0.905,0.484,0.507,0.039,0.319
S3_491,0.57,0.18,0.79,0.83,0.93,0.74,0.01,0.27,0.52,0.04,0.29,0.32,0.75,0.16,0.38,-0.274,-0.196,27.698,34.45,2.209,2.044,0.693,-0.982,-2.632,0.994,0.505,0.483,0.224,0.098
S3_492,0.17,0.34,0.31,0.25,0.25,0.4,0.03,0.67,0.1,0.82,0.72,0.34,0.94,0.5,0.34,-0.357,-0.193,28.978,33.76,2.348,1.587,0.903,-1.06,-2.694,0.33,0.451,0.293,0.387,0.467
S3_493,0.98,0.78,0.04,0.08,0.28,0.23,0.49,0.85,0.23,0.4,0.94,0.23,0.83,0.39,0.22,-0.317,-0.262,27.363,28.879,2.571,1.759,0.408,-0.631,-2.877,0.524,0.827,0.424,0.19,0.293
S3_494,0.56,0.74,0.8,0.43,0.72,0.25,0.48,0.89,0.62,0.64,0.98,0.22,0.53,0.38,0.6,-0.282,-0.122,33.734,27.924,2.395,2.742,0.487,-0.689,-2.128,0.574,0.652,0.553,0.293,0.185
S3_495,0.2,0.31,0.41,0.61,0.01,0.33,0.34,0.01,0.24,0.92,0.98,0.66,0.33,0.48,0.8,-0.299,-0.26,28.379,28.796,2.666,1.134,0.0,-0.692,-3.223,0.745,0.161,0.393,0.705,0.353
S3_496,0.1,0.37,0.57,0.66,0.45,0.41,0.54,0.04,0.54,0.65,0.53,0.95,0.23,0.11,0.26,-0.388,-0.134,33.303,25.767,2.983,2.003,0.238,-0.704,-1.73,0.964,0.242,0.829,0.022,0.486
S3_497,0.25,0.3,0.26,0.94,0.95,0.96,0.6,0.32,0.4,0.75,0.68,0.3,0.05,1.0,0.89,-0.319,-0.22,29.284,32.391,2.152,1.716,0.813,-0.762,-1.63,0.108,0.749,0.611,0.463,0.251
S3_498,0.11,0.62,0.67,0.34,0.73,0.95,0.92,0.62,0.4,0.39,0.79,0.84,0.18,0.4,0.47,-0.362,-0.227,25.606,30.199,2.377,1.711,0.097,-0.678,-2.229,0.882,0.565,0.07,0.832,0.862
S3_499,0.09,0.04,0.1,0.32,0.6,0.83,0.6,0.48,0.58,0.09,0.69,0.15,0.2,0.98,0.81,-0.377,-0.188,29.834,29.867,2.522,2.594,0.822,-0.972,-2.368,0.402,0.055,0.982,0.192,0.021
S3_500,0.02,0.54,0.2,0.57,0.69,0.09,0.49,0.75,0.19,0.42,0.34,0.11,0.87,0.28,0.16,-0.311,-0.269,26.715,29.788,2.369,2.916,0.719,-1.005,-3.241,0.645,0.805,0.621,0.156,0.95
